YearsCode,RemoteWork, ConvertedCompYearly 
,Remote Average," $211,783 "
21 Average,," $153,773 "
22,Hybrid, $368 
22,Hybrid," $5,731 "
22,Hybrid," $6,265 "
22,Hybrid," $17,402 "
22,Hybrid," $30,796 "
22,Hybrid," $34,544 "
22,Hybrid," $34,804 "
22,Hybrid," $38,278 "
22,Hybrid," $38,388 "
22,Hybrid," $39,966 "
22,Hybrid," $40,743 "
22,Hybrid," $41,765 "
22,Hybrid," $41,765 "
22,Hybrid," $41,868 "
22,Hybrid," $42,413 "
22,Hybrid," $46,406 "
22,Hybrid," $46,406 "
22,Hybrid," $52,207 "
22,Hybrid," $52,308 "
22,Hybrid," $53,260 "
22,Hybrid," $54,580 "
22,Hybrid," $54,690 "
22,Hybrid," $57,179 "
22,Hybrid," $57,711 "
22,Hybrid," $58,007 "
22,Hybrid," $58,007 "
22,Hybrid," $58,946 "
22,Hybrid," $60,725 "
22,Hybrid," $61,024 "
22,Hybrid," $62,767 "
22,Hybrid," $63,808 "
22,Hybrid," $63,808 "
22,Hybrid," $63,808 "
22,Hybrid," $63,808 "
22,Hybrid," $63,932 "
22,Hybrid," $64,194 "
22,Hybrid," $67,289 "
22,Hybrid," $67,289 "
22,Hybrid," $68,225 "
22,Hybrid," $68,530 "
22,Hybrid," $69,609 "
22,Hybrid," $69,609 "
22,Hybrid," $69,609 "
22,Hybrid," $69,609 "
22,Hybrid," $69,609 "
22,Hybrid," $69,609 "
22,Hybrid," $70,000 "
22,Hybrid," $71,510 "
22,Hybrid," $71,929 "
22,Hybrid," $75,410 "
22,Hybrid," $76,512 "
22,Hybrid," $81,210 "
22,Hybrid," $81,210 "
22,Hybrid," $81,210 "
22,Hybrid," $81,210 "
22,Hybrid," $81,210 "
22,Hybrid," $81,368 "
22,Hybrid," $81,870 "
22,Hybrid," $82,623 "
22,Hybrid," $86,363 "
22,Hybrid," $87,272 "
22,Hybrid," $88,492 "
22,Hybrid," $90,491 "
22,Hybrid," $91,198 "
22,Hybrid," $91,652 "
22,Hybrid," $92,812 "
22,Hybrid," $92,812 "
22,Hybrid," $92,992 "
22,Hybrid," $93,000 "
22,Hybrid," $93,312 "
22,Hybrid," $93,886 "
22,Hybrid," $93,886 "
22,Hybrid," $94,955 "
22,Hybrid," $95,000 "
22,Hybrid," $95,000 "
22,Hybrid," $96,033 "
22,Hybrid," $98,612 "
22,Hybrid," $98,612 "
22,Hybrid," $99,371 "
22,Hybrid," $99,601 "
22,Hybrid," $99,773 "
22,Hybrid," $100,000 "
22,Hybrid," $103,104 "
22,Hybrid," $104,413 "
22,Hybrid," $104,413 "
22,Hybrid," $105,000 "
22,Hybrid," $109,438 "
22,Hybrid," $109,438 "
22,Hybrid," $110,214 "
22,Hybrid," $110,275 "
22,Hybrid," $111,181 "
22,Hybrid," $114,634 "
22,Hybrid," $114,715 "
22,Hybrid," $119,805 "
22,Hybrid," $127,616 "
22,Hybrid," $133,417 "
22,Hybrid," $135,000 "
22,Hybrid," $135,152 "
22,Hybrid," $136,080 "
22,Hybrid," $136,392 "
22,Hybrid," $136,392 "
22,Hybrid," $139,218 "
22,Hybrid," $139,218 "
22,Hybrid," $139,218 "
22,Hybrid," $140,000 "
22,Hybrid," $141,188 "
22,Hybrid," $145,072 "
22,Hybrid," $147,071 "
22,Hybrid," $149,756 "
22,Hybrid," $149,764 "
22,Hybrid," $150,000 "
22,Hybrid," $150,819 "
22,Hybrid," $154,991 "
22,Hybrid," $156,563 "
22,Hybrid," $160,000 "
22,Hybrid," $170,000 "
22,Hybrid," $173,590 "
22,Hybrid," $173,590 "
22,Hybrid," $174,022 "
22,Hybrid," $183,750 "
22,Hybrid," $200,000 "
22,Hybrid," $200,000 "
22,Hybrid," $200,000 "
22,Hybrid," $200,000 "
22,Hybrid," $204,212 "
22,Hybrid," $210,000 "
22,Hybrid," $210,788 "
22,Hybrid," $215,000 "
22,Hybrid," $219,000 "
22,Hybrid," $220,000 "
22,Hybrid," $223,187 "
22,Hybrid," $249,432 "
22,Hybrid," $275,000 "
22,Hybrid," $275,000 "
22,Hybrid," $280,000 "
22,Hybrid," $309,982 "
22,Hybrid," $325,000 "
22,Hybrid," $330,000 "
22,Hybrid," $348,719 "
22,Hybrid," $360,000 "
22,Hybrid," $371,979 "
22,Hybrid," $382,167 "
22,Hybrid," $400,000 "
22,Hybrid," $600,000 "
22,Hybrid," $1,950,000 "
,Hybrid Average," $134,469 "
22,In-person, $6 
22,In-person," $1,033 "
22,In-person," $10,237 "
22,In-person," $25,670 "
22,In-person," $30,222 "
22,In-person," $45,840 "
22,In-person," $47,566 "
22,In-person," $48,931 "
22,In-person," $69,609 "
22,In-person," $69,609 "
22,In-person," $81,210 "
22,In-person," $83,200 "
22,In-person," $98,612 "
22,In-person," $98,612 "
22,In-person," $109,160 "
22,In-person," $122,976 "
22,In-person," $140,000 "
22,In-person," $144,000 "
22,In-person," $147,744 "
22,In-person," $148,000 "
22,In-person," $155,000 "
22,In-person," $175,000 "
22,In-person," $177,889 "
22,In-person," $200,000 "
22,In-person," $400,000 "
22,In-person," $450,000 "
22,In-person," $600,000 "
,In-person Average," $136,301 "
22,Remote, $75 
22,Remote, $109 
22,Remote, $150 
22,Remote, $155 
22,Remote," $8,353 "
22,Remote," $11,601 "
22,Remote," $12,000 "
22,Remote," $12,743 "
22,Remote," $23,403 "
22,Remote," $28,398 "
22,Remote," $33,930 "
22,Remote," $36,712 "
22,Remote," $40,842 "
22,Remote," $45,934 "
22,Remote," $46,406 "
22,Remote," $47,566 "
22,Remote," $47,566 "
22,Remote," $47,932 "
22,Remote," $50,496 "
22,Remote," $52,800 "
22,Remote," $54,633 "
22,Remote," $58,007 "
22,Remote," $58,007 "
22,Remote," $58,541 "
22,Remote," $59,916 "
22,Remote," $60,000 "
22,Remote," $61,164 "
22,Remote," $61,488 "
22,Remote," $63,709 "
22,Remote," $65,009 "
22,Remote," $69,310 "
22,Remote," $69,609 "
22,Remote," $70,177 "
22,Remote," $72,509 "
22,Remote," $74,878 "
22,Remote," $75,000 "
22,Remote," $76,606 "
22,Remote," $77,336 "
22,Remote," $81,210 "
22,Remote," $81,210 "
22,Remote," $81,917 "
22,Remote," $82,138 "
22,Remote," $82,906 "
22,Remote," $82,906 "
22,Remote," $83,531 "
22,Remote," $83,902 "
22,Remote," $88,000 "
22,Remote," $88,492 "
22,Remote," $89,853 "
22,Remote," $90,000 "
22,Remote," $90,000 "
22,Remote," $90,614 "
22,Remote," $91,198 "
22,Remote," $94,659 "
22,Remote," $96,660 "
22,Remote," $96,660 "
22,Remote," $100,000 "
22,Remote," $100,973 "
22,Remote," $104,413 "
22,Remote," $106,190 "
22,Remote," $108,913 "
22,Remote," $109,054 "
22,Remote," $109,160 "
22,Remote," $110,167 "
22,Remote," $111,374 "
22,Remote," $112,000 "
22,Remote," $114,038 "
22,Remote," $114,359 "
22,Remote," $116,000 "
22,Remote," $116,015 "
22,Remote," $116,015 "
22,Remote," $116,015 "
22,Remote," $117,017 "
22,Remote," $120,000 "
22,Remote," $122,527 "
22,Remote," $125,000 "
22,Remote," $127,616 "
22,Remote," $127,616 "
22,Remote," $127,616 "
22,Remote," $127,616 "
22,Remote," $128,000 "
22,Remote," $131,325 "
22,Remote," $132,264 "
22,Remote," $133,823 "
22,Remote," $136,141 "
22,Remote," $136,450 "
22,Remote," $137,245 "
22,Remote," $139,218 "
22,Remote," $140,000 "
22,Remote," $145,000 "
22,Remote," $145,018 "
22,Remote," $145,629 "
22,Remote," $145,917 "
22,Remote," $147,000 "
22,Remote," $149,659 "
22,Remote," $154,000 "
22,Remote," $155,000 "
22,Remote," $160,000 "
22,Remote," $160,100 "
22,Remote," $163,581 "
22,Remote," $165,000 "
22,Remote," $168,221 "
22,Remote," $169,000 "
22,Remote," $170,000 "
22,Remote," $170,000 "
22,Remote," $170,177 "
22,Remote," $174,000 "
22,Remote," $175,000 "
22,Remote," $176,984 "
22,Remote," $178,000 "
22,Remote," $180,000 "
22,Remote," $180,000 "
22,Remote," $180,000 "
22,Remote," $182,396 "
22,Remote," $190,598 "
22,Remote," $197,225 "
22,Remote," $200,000 "
22,Remote," $200,000 "
22,Remote," $200,000 "
22,Remote," $209,658 "
22,Remote," $212,381 "
22,Remote," $220,000 "
22,Remote," $220,000 "
22,Remote," $232,000 "
22,Remote," $248,058 "
22,Remote," $248,250 "
22,Remote," $263,739 "
22,Remote," $300,000 "
22,Remote," $325,047 "
22,Remote," $340,354 "
22,Remote," $350,000 "
22,Remote," $415,000 "
22,Remote," $445,000 "
,Remote Average," $123,384 "
22 Average,," $129,798 "
23,Hybrid, $34 
23,Hybrid, $100 
23,Hybrid," $7,657 "
23,Hybrid," $12,759 "
23,Hybrid," $16,653 "
23,Hybrid," $17,225 "
23,Hybrid," $24,468 "
23,Hybrid," $27,306 "
23,Hybrid," $27,306 "
23,Hybrid," $37,197 "
23,Hybrid," $41,765 "
23,Hybrid," $50,118 "
23,Hybrid," $53,376 "
23,Hybrid," $54,457 "
23,Hybrid," $55,148 "
23,Hybrid," $55,687 "
23,Hybrid," $55,687 "
23,Hybrid," $55,687 "
23,Hybrid," $56,847 "
23,Hybrid," $58,007 "
23,Hybrid," $58,007 "
23,Hybrid," $59,366 "
23,Hybrid," $59,734 "
23,Hybrid," $61,164 "
23,Hybrid," $61,264 "
23,Hybrid," $61,488 "
23,Hybrid," $62,769 "
23,Hybrid," $63,808 "
23,Hybrid," $63,932 "
23,Hybrid," $64,080 "
23,Hybrid," $67,289 "
23,Hybrid," $69,609 "
23,Hybrid," $69,609 "
23,Hybrid," $70,208 "
23,Hybrid," $71,279 "
23,Hybrid," $71,349 "
23,Hybrid," $74,249 "
23,Hybrid," $74,393 "
23,Hybrid," $77,098 "
23,Hybrid," $77,098 "
23,Hybrid," $77,730 "
23,Hybrid," $78,011 "
23,Hybrid," $78,616 "
23,Hybrid," $80,966 "
23,Hybrid," $81,210 "
23,Hybrid," $81,210 "
23,Hybrid," $81,210 "
23,Hybrid," $82,370 "
23,Hybrid," $83,857 "
23,Hybrid," $84,691 "
23,Hybrid," $84,691 "
23,Hybrid," $85,000 "
23,Hybrid," $85,851 "
23,Hybrid," $87,011 "
23,Hybrid," $87,011 "
23,Hybrid," $87,011 "
23,Hybrid," $88,692 "
23,Hybrid," $91,013 "
23,Hybrid," $92,812 "
23,Hybrid," $92,812 "
23,Hybrid," $92,812 "
23,Hybrid," $93,972 "
23,Hybrid," $94,264 "
23,Hybrid," $97,452 "
23,Hybrid," $99,383 "
23,Hybrid," $100,933 "
23,Hybrid," $101,088 "
23,Hybrid," $102,142 "
23,Hybrid," $104,413 "
23,Hybrid," $104,616 "
23,Hybrid," $106,733 "
23,Hybrid," $106,733 "
23,Hybrid," $109,357 "
23,Hybrid," $111,374 "
23,Hybrid," $111,626 "
23,Hybrid," $111,975 "
23,Hybrid," $113,651 "
23,Hybrid," $114,000 "
23,Hybrid," $115,720 "
23,Hybrid," $116,015 "
23,Hybrid," $116,015 "
23,Hybrid," $118,963 "
23,Hybrid," $120,000 "
23,Hybrid," $120,000 "
23,Hybrid," $126,612 "
23,Hybrid," $129,866 "
23,Hybrid," $135,530 "
23,Hybrid," $136,141 "
23,Hybrid," $142,592 "
23,Hybrid," $148,000 "
23,Hybrid," $148,791 "
23,Hybrid," $148,791 "
23,Hybrid," $149,756 "
23,Hybrid," $150,819 "
23,Hybrid," $150,819 "
23,Hybrid," $155,000 "
23,Hybrid," $160,000 "
23,Hybrid," $161,191 "
23,Hybrid," $162,421 "
23,Hybrid," $165,000 "
23,Hybrid," $165,000 "
23,Hybrid," $169,381 "
23,Hybrid," $174,022 "
23,Hybrid," $176,485 "
23,Hybrid," $182,000 "
23,Hybrid," $204,212 "
23,Hybrid," $300,000 "
23,Hybrid," $300,000 "
,Hybrid Average," $95,951 "
23,In-person, $134 
23,In-person," $5,831 "
23,In-person," $17,402 "
23,In-person," $30,498 "
23,In-person," $34,804 "
23,In-person," $40,663 "
23,In-person," $41,786 "
23,In-person," $42,125 "
23,In-person," $45,000 "
23,In-person," $45,246 "
23,In-person," $46,406 "
23,In-person," $56,379 "
23,In-person," $59,307 "
23,In-person," $60,328 "
23,In-person," $61,264 "
23,In-person," $69,000 "
23,In-person," $69,764 "
23,In-person," $74,900 "
23,In-person," $81,685 "
23,In-person," $93,613 "
23,In-person," $101,482 "
23,In-person," $111,428 "
23,In-person," $115,720 "
23,In-person," $123,993 "
23,In-person," $129,250 "
23,In-person," $139,218 "
23,In-person," $142,269 "
23,In-person," $170,000 "
23,In-person," $173,590 "
23,In-person," $205,000 "
23,In-person," $235,000 "
23,In-person," $359,579 "
,In-person Average," $93,208 "
23,Remote, $206 
23,Remote," $3,343 "
23,Remote," $5,000 "
23,Remote," $9,076 "
23,Remote," $19,668 "
23,Remote," $21,000 "
23,Remote," $21,116 "
23,Remote," $24,943 "
23,Remote," $25,447 "
23,Remote," $27,306 "
23,Remote," $30,222 "
23,Remote," $31,324 "
23,Remote," $33,800 "
23,Remote," $34,804 "
23,Remote," $35,965 "
23,Remote," $53,367 "
23,Remote," $55,687 "
23,Remote," $55,944 "
23,Remote," $56,847 "
23,Remote," $58,120 "
23,Remote," $59,519 "
23,Remote," $60,000 "
23,Remote," $60,328 "
23,Remote," $60,328 "
23,Remote," $63,120 "
23,Remote," $63,808 "
23,Remote," $69,609 "
23,Remote," $69,609 "
23,Remote," $72,000 "
23,Remote," $73,089 "
23,Remote," $75,410 "
23,Remote," $75,744 "
23,Remote," $77,411 "
23,Remote," $80,000 "
23,Remote," $81,210 "
23,Remote," $81,210 "
23,Remote," $81,870 "
23,Remote," $81,870 "
23,Remote," $83,000 "
23,Remote," $83,531 "
23,Remote," $87,550 "
23,Remote," $89,331 "
23,Remote," $91,013 "
23,Remote," $91,013 "
23,Remote," $91,215 "
23,Remote," $91,652 "
23,Remote," $92,812 "
23,Remote," $92,812 "
23,Remote," $92,812 "
23,Remote," $92,812 "
23,Remote," $96,292 "
23,Remote," $97,514 "
23,Remote," $98,612 "
23,Remote," $101,941 "
23,Remote," $104,413 "
23,Remote," $105,790 "
23,Remote," $108,913 "
23,Remote," $110,000 "
23,Remote," $111,374 "
23,Remote," $111,374 "
23,Remote," $117,017 "
23,Remote," $117,017 "
23,Remote," $119,124 "
23,Remote," $122,527 "
23,Remote," $123,534 "
23,Remote," $124,029 "
23,Remote," $130,474 "
23,Remote," $132,000 "
23,Remote," $132,000 "
23,Remote," $132,518 "
23,Remote," $136,450 "
23,Remote," $136,520 "
23,Remote," $140,000 "
23,Remote," $140,000 "
23,Remote," $148,000 "
23,Remote," $150,000 "
23,Remote," $150,000 "
23,Remote," $150,000 "
23,Remote," $150,818 "
23,Remote," $152,772 "
23,Remote," $159,049 "
23,Remote," $160,508 "
23,Remote," $162,421 "
23,Remote," $170,000 "
23,Remote," $173,000 "
23,Remote," $174,022 "
23,Remote," $174,022 "
23,Remote," $175,000 "
23,Remote," $178,000 "
23,Remote," $180,000 "
23,Remote," $180,000 "
23,Remote," $180,000 "
23,Remote," $180,000 "
23,Remote," $180,000 "
23,Remote," $185,000 "
23,Remote," $190,000 "
23,Remote," $190,000 "
23,Remote," $200,000 "
23,Remote," $200,000 "
23,Remote," $203,026 "
23,Remote," $210,000 "
23,Remote," $229,709 "
23,Remote," $232,029 "
23,Remote," $240,000 "
23,Remote," $240,000 "
23,Remote," $250,000 "
23,Remote," $250,000 "
23,Remote," $250,000 "
23,Remote," $315,000 "
23,Remote," $323,000 "
23,Remote," $350,000 "
,Remote Average," $118,952 "
23 Average,," $105,773 "
24,Hybrid," $5,801 "
24,Hybrid," $25,285 "
24,Hybrid," $27,306 "
24,Hybrid," $32,767 "
24,Hybrid," $33,352 "
24,Hybrid," $33,543 "
24,Hybrid," $34,804 "
24,Hybrid," $39,037 "
24,Hybrid," $39,138 "
24,Hybrid," $41,846 "
24,Hybrid," $44,550 "
24,Hybrid," $45,246 "
24,Hybrid," $46,406 "
24,Hybrid," $48,000 "
24,Hybrid," $52,207 "
24,Hybrid," $54,457 "
24,Hybrid," $54,719 "
24,Hybrid," $55,346 "
24,Hybrid," $56,850 "
24,Hybrid," $57,891 "
24,Hybrid," $58,007 "
24,Hybrid," $60,038 "
24,Hybrid," $60,328 "
24,Hybrid," $61,264 "
24,Hybrid," $61,488 "
24,Hybrid," $65,348 "
24,Hybrid," $66,128 "
24,Hybrid," $68,449 "
24,Hybrid," $69,000 "
24,Hybrid," $69,087 "
24,Hybrid," $69,609 "
24,Hybrid," $69,609 "
24,Hybrid," $69,609 "
24,Hybrid," $69,609 "
24,Hybrid," $72,927 "
24,Hybrid," $73,695 "
24,Hybrid," $75,410 "
24,Hybrid," $76,000 "
24,Hybrid," $76,239 "
24,Hybrid," $77,730 "
24,Hybrid," $77,730 "
24,Hybrid," $78,795 "
24,Hybrid," $80,984 "
24,Hybrid," $81,210 "
24,Hybrid," $81,210 "
24,Hybrid," $87,011 "
24,Hybrid," $87,011 "
24,Hybrid," $87,561 "
24,Hybrid," $88,960 "
24,Hybrid," $89,751 "
24,Hybrid," $90,667 "
24,Hybrid," $92,812 "
24,Hybrid," $92,812 "
24,Hybrid," $92,812 "
24,Hybrid," $96,292 "
24,Hybrid," $98,032 "
24,Hybrid," $98,102 "
24,Hybrid," $98,244 "
24,Hybrid," $98,612 "
24,Hybrid," $98,612 "
24,Hybrid," $103,253 "
24,Hybrid," $104,413 "
24,Hybrid," $104,413 "
24,Hybrid," $104,976 "
24,Hybrid," $110,214 "
24,Hybrid," $110,214 "
24,Hybrid," $110,504 "
24,Hybrid," $112,334 "
24,Hybrid," $113,085 "
24,Hybrid," $115,720 "
24,Hybrid," $116,015 "
24,Hybrid," $117,175 "
24,Hybrid," $119,017 "
24,Hybrid," $120,000 "
24,Hybrid," $120,000 "
24,Hybrid," $120,000 "
24,Hybrid," $123,518 "
24,Hybrid," $125,000 "
24,Hybrid," $127,000 "
24,Hybrid," $130,000 "
24,Hybrid," $132,572 "
24,Hybrid," $133,417 "
24,Hybrid," $137,000 "
24,Hybrid," $137,503 "
24,Hybrid," $148,248 "
24,Hybrid," $150,000 "
24,Hybrid," $150,000 "
24,Hybrid," $155,521 "
24,Hybrid," $156,620 "
24,Hybrid," $160,100 "
24,Hybrid," $161,315 "
24,Hybrid," $170,000 "
24,Hybrid," $170,000 "
24,Hybrid," $175,525 "
24,Hybrid," $176,984 "
24,Hybrid," $197,405 "
24,Hybrid," $200,000 "
24,Hybrid," $201,000 "
24,Hybrid," $204,212 "
24,Hybrid," $205,000 "
24,Hybrid," $220,000 "
24,Hybrid," $220,428 "
24,Hybrid," $250,000 "
24,Hybrid," $261,706 "
24,Hybrid," $280,000 "
24,Hybrid," $290,000 "
24,Hybrid," $360,000 "
24,Hybrid," $462,881 "
24,Hybrid," $600,000 "
,Hybrid Average," $115,318 "
24,In-person," $8,656 "
24,In-person," $23,369 "
24,In-person," $44,086 "
24,In-person," $47,102 "
24,In-person," $49,146 "
24,In-person," $51,734 "
24,In-person," $59,722 "
24,In-person," $60,328 "
24,In-person," $63,808 "
24,In-person," $67,851 "
24,In-person," $74,249 "
24,In-person," $78,000 "
24,In-person," $79,829 "
24,In-person," $81,210 "
24,In-person," $81,210 "
24,In-person," $81,713 "
24,In-person," $100,000 "
24,In-person," $104,413 "
24,In-person," $107,644 "
24,In-person," $111,975 "
24,In-person," $120,000 "
24,In-person," $140,000 "
24,In-person," $161,191 "
24,In-person," $168,006 "
24,In-person," $176,000 "
24,In-person," $185,983 "
24,In-person," $330,000 "
,In-person Average," $98,416 "
24,Remote, $22 
24,Remote, $28 
24,Remote," $1,438 "
24,Remote," $3,545 "
24,Remote," $5,695 "
24,Remote," $7,300 "
24,Remote," $12,108 "
24,Remote," $14,879 "
24,Remote," $19,173 "
24,Remote," $25,832 "
24,Remote," $30,000 "
24,Remote," $34,804 "
24,Remote," $52,845 "
24,Remote," $53,830 "
24,Remote," $59,902 "
24,Remote," $60,000 "
24,Remote," $60,496 "
24,Remote," $67,400 "
24,Remote," $70,208 "
24,Remote," $72,958 "
24,Remote," $73,493 "
24,Remote," $78,633 "
24,Remote," $78,890 "
24,Remote," $80,000 "
24,Remote," $81,572 "
24,Remote," $88,171 "
24,Remote," $89,815 "
24,Remote," $90,880 "
24,Remote," $91,215 "
24,Remote," $92,812 "
24,Remote," $93,613 "
24,Remote," $93,972 "
24,Remote," $99,210 "
24,Remote," $100,000 "
24,Remote," $102,093 "
24,Remote," $102,142 "
24,Remote," $104,413 "
24,Remote," $104,413 "
24,Remote," $109,054 "
24,Remote," $109,160 "
24,Remote," $109,222 "
24,Remote," $110,000 "
24,Remote," $111,374 "
24,Remote," $112,534 "
24,Remote," $113,694 "
24,Remote," $114,416 "
24,Remote," $116,733 "
24,Remote," $118,335 "
24,Remote," $120,000 "
24,Remote," $120,000 "
24,Remote," $122,527 "
24,Remote," $127,616 "
24,Remote," $127,616 "
24,Remote," $130,000 "
24,Remote," $130,696 "
24,Remote," $131,000 "
24,Remote," $139,218 "
24,Remote," $140,000 "
24,Remote," $145,874 "
24,Remote," $147,071 "
24,Remote," $150,000 "
24,Remote," $150,000 "
24,Remote," $150,588 "
24,Remote," $160,000 "
24,Remote," $160,000 "
24,Remote," $160,000 "
24,Remote," $163,000 "
24,Remote," $164,886 "
24,Remote," $174,022 "
24,Remote," $176,000 "
24,Remote," $180,000 "
24,Remote," $190,000 "
24,Remote," $190,000 "
24,Remote," $190,000 "
24,Remote," $193,000 "
24,Remote," $200,000 "
24,Remote," $210,000 "
24,Remote," $210,000 "
24,Remote," $220,000 "
24,Remote," $225,000 "
24,Remote," $230,000 "
24,Remote," $240,000 "
24,Remote," $244,445 "
24,Remote," $295,000 "
24,Remote," $300,000 "
24,Remote," $301,177 "
24,Remote," $305,000 "
24,Remote," $1,200,000 "
,Remote Average," $133,364 "
24 Average,," $120,370 "
25,Hybrid, $55 
25,Hybrid, $225 
25,Hybrid, $340 
25,Hybrid," $2,777 "
25,Hybrid," $2,777 "
25,Hybrid," $3,364 "
25,Hybrid," $3,480 "
25,Hybrid," $3,480 "
25,Hybrid," $4,963 "
25,Hybrid," $5,975 "
25,Hybrid," $6,231 "
25,Hybrid," $6,362 "
25,Hybrid," $6,765 "
25,Hybrid," $8,701 "
25,Hybrid," $20,356 "
25,Hybrid," $21,844 "
25,Hybrid," $25,447 "
25,Hybrid," $26,683 "
25,Hybrid," $27,844 "
25,Hybrid," $27,844 "
25,Hybrid," $29,370 "
25,Hybrid," $32,748 "
25,Hybrid," $34,462 "
25,Hybrid," $34,804 "
25,Hybrid," $35,949 "
25,Hybrid," $36,407 "
25,Hybrid," $37,125 "
25,Hybrid," $37,872 "
25,Hybrid," $40,000 "
25,Hybrid," $40,605 "
25,Hybrid," $40,605 "
25,Hybrid," $40,605 "
25,Hybrid," $41,846 "
25,Hybrid," $43,505 "
25,Hybrid," $46,406 "
25,Hybrid," $46,406 "
25,Hybrid," $46,406 "
25,Hybrid," $46,406 "
25,Hybrid," $46,406 "
25,Hybrid," $46,406 "
25,Hybrid," $46,406 "
25,Hybrid," $46,406 "
25,Hybrid," $47,334 "
25,Hybrid," $47,799 "
25,Hybrid," $48,000 "
25,Hybrid," $48,726 "
25,Hybrid," $49,158 "
25,Hybrid," $50,000 "
25,Hybrid," $50,118 "
25,Hybrid," $50,829 "
25,Hybrid," $51,038 "
25,Hybrid," $51,046 "
25,Hybrid," $51,486 "
25,Hybrid," $51,734 "
25,Hybrid," $52,207 "
25,Hybrid," $52,411 "
25,Hybrid," $54,527 "
25,Hybrid," $55,000 "
25,Hybrid," $55,687 "
25,Hybrid," $55,687 "
25,Hybrid," $55,818 "
25,Hybrid," $57,342 "
25,Hybrid," $58,007 "
25,Hybrid," $58,007 "
25,Hybrid," $58,007 "
25,Hybrid," $58,007 "
25,Hybrid," $58,007 "
25,Hybrid," $58,471 "
25,Hybrid," $59,167 "
25,Hybrid," $59,167 "
25,Hybrid," $59,198 "
25,Hybrid," $59,748 "
25,Hybrid," $60,000 "
25,Hybrid," $60,038 "
25,Hybrid," $60,235 "
25,Hybrid," $60,377 "
25,Hybrid," $61,171 "
25,Hybrid," $62,017 "
25,Hybrid," $63,808 "
25,Hybrid," $63,808 "
25,Hybrid," $63,909 "
25,Hybrid," $63,986 "
25,Hybrid," $66,128 "
25,Hybrid," $66,709 "
25,Hybrid," $67,289 "
25,Hybrid," $68,071 "
25,Hybrid," $68,071 "
25,Hybrid," $68,431 "
25,Hybrid," $69,310 "
25,Hybrid," $69,609 "
25,Hybrid," $69,609 "
25,Hybrid," $69,609 "
25,Hybrid," $69,609 "
25,Hybrid," $69,609 "
25,Hybrid," $70,755 "
25,Hybrid," $71,279 "
25,Hybrid," $72,155 "
25,Hybrid," $73,375 "
25,Hybrid," $73,932 "
25,Hybrid," $74,249 "
25,Hybrid," $74,539 "
25,Hybrid," $75,410 "
25,Hybrid," $75,410 "
25,Hybrid," $75,410 "
25,Hybrid," $75,410 "
25,Hybrid," $75,410 "
25,Hybrid," $75,410 "
25,Hybrid," $75,410 "
25,Hybrid," $75,410 "
25,Hybrid," $75,410 "
25,Hybrid," $75,410 "
25,Hybrid," $77,730 "
25,Hybrid," $78,000 "
25,Hybrid," $78,616 "
25,Hybrid," $78,616 "
25,Hybrid," $79,062 "
25,Hybrid," $80,503 "
25,Hybrid," $81,210 "
25,Hybrid," $81,210 "
25,Hybrid," $81,210 "
25,Hybrid," $81,210 "
25,Hybrid," $81,210 "
25,Hybrid," $81,210 "
25,Hybrid," $81,210 "
25,Hybrid," $81,210 "
25,Hybrid," $81,262 "
25,Hybrid," $81,318 "
25,Hybrid," $81,685 "
25,Hybrid," $81,685 "
25,Hybrid," $81,761 "
25,Hybrid," $82,709 "
25,Hybrid," $82,910 "
25,Hybrid," $83,857 "
25,Hybrid," $83,920 "
25,Hybrid," $84,361 "
25,Hybrid," $85,851 "
25,Hybrid," $86,500 "
25,Hybrid," $86,820 "
25,Hybrid," $87,011 "
25,Hybrid," $87,011 "
25,Hybrid," $87,011 "
25,Hybrid," $87,011 "
25,Hybrid," $87,438 "
25,Hybrid," $87,550 "
25,Hybrid," $87,550 "
25,Hybrid," $87,550 "
25,Hybrid," $88,945 "
25,Hybrid," $88,960 "
25,Hybrid," $90,491 "
25,Hybrid," $91,276 "
25,Hybrid," $92,000 "
25,Hybrid," $92,475 "
25,Hybrid," $92,812 "
25,Hybrid," $92,812 "
25,Hybrid," $92,812 "
25,Hybrid," $92,812 "
25,Hybrid," $92,812 "
25,Hybrid," $92,812 "
25,Hybrid," $94,618 "
25,Hybrid," $95,132 "
25,Hybrid," $95,484 "
25,Hybrid," $97,201 "
25,Hybrid," $98,612 "
25,Hybrid," $98,612 "
25,Hybrid," $98,612 "
25,Hybrid," $99,383 "
25,Hybrid," $100,000 "
25,Hybrid," $100,000 "
25,Hybrid," $100,000 "
25,Hybrid," $100,765 "
25,Hybrid," $102,093 "
25,Hybrid," $102,093 "
25,Hybrid," $102,093 "
25,Hybrid," $102,106 "
25,Hybrid," $102,715 "
25,Hybrid," $102,950 "
25,Hybrid," $102,972 "
25,Hybrid," $103,253 "
25,Hybrid," $103,769 "
25,Hybrid," $104,000 "
25,Hybrid," $104,015 "
25,Hybrid," $104,199 "
25,Hybrid," $104,413 "
25,Hybrid," $104,413 "
25,Hybrid," $104,413 "
25,Hybrid," $104,413 "
25,Hybrid," $104,822 "
25,Hybrid," $105,790 "
25,Hybrid," $106,190 "
25,Hybrid," $106,190 "
25,Hybrid," $106,190 "
25,Hybrid," $106,431 "
25,Hybrid," $106,733 "
25,Hybrid," $107,000 "
25,Hybrid," $107,265 "
25,Hybrid," $107,265 "
